Regiao;EstadoSigla;Municipio;Revenda;ValorVenda;ValorCompra;UnidadeMedida;Bandeira
NE;BA;SENHOR DO BONFIM;JOSE BARBOSA LEAL FILHO;73;44,52;R$ / 13 kg;BRANCA
NE;BA;SENHOR DO BONFIM;JOSE BARBOSA LEAL FILHO;73;44,52;R$ / 13 kg;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;LIMA SANTOS PITON COMERCIO DE GAS LTDA - ME;62,2;44,45;R$ / 13 kg;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;LIMA SANTOS PITON COMERCIO DE GAS LTDA - ME;62,2;44,45;R$ / 13 kg;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;LIMA SANTOS PITON COMERCIO DE GAS LTDA - ME;62;44,45;R$ / 13 kg;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;LIMA SANTOS PITON COMERCIO DE GAS LTDA - ME;63;43,73;R$ / 13 kg;NACIONAL GAS BUTANO
NE;BA;SANTO ANTONIO DE JESUS;JLS DISTRIBUIDORA DE GAS E BEBIDAS LTDA.;62;43,65;R$ / 13 kg;LIQUIGAS
NE;BA;SANTO ANTONIO DE JESUS;JLS DISTRIBUIDORA DE GAS E BEBIDAS LTDA.;62;43,65;R$ / 13 kg;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;JLS DISTRIBUIDORA DE GAS E BEBIDAS LTDA.;62;43,65;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;SERRAGAS REVENDEDORA DE GLP LTDA - ME;55;42,8;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;SERRAGAS REVENDEDORA DE GLP LTDA - ME;55;42,8;R$ / 13 kg;COPAGAZ
NE;BA;SERRINHA;MANOEL DE OLIVEIRA BARRETO DE SERRINHA;60;42,06;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;60;42,06;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;60;42,06;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;60;42,06;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;60;42,06;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;60;42,06;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;60;42,06;R$ / 13 kg;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;JLS DISTRIBUIDORA DE GAS E BEBIDAS LTDA.;57;41,95;R$ / 13 kg;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;THAM COMERCIAL E DISTRIBUIDORA DE GLP LTDA;57;41,95;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;65;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;60;41,56;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;60;41,56;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;55;41,56;R$ / 13 kg;BRANCA
NE;BA;SERRINHA;PAULO CESAR GONCALVES ECIA LTDA.;65;41,56;R$ / 13 kg;BRANCA
NE;BA;TEIXEIRA DE FREITAS;FALCAO E FALCAO LTDA  ME;55;41,5;R$ / 13 kg;BRANCA
NE;BA;TEIXEIRA DE FREITAS;FALCAO E FALCAO LTDA  ME;55;41,5;R$ / 13 kg;BRANCA
